as_of_date,source_reference,position_type,currency,balance,counterparty_reference,product_code,gl_account_code,attributes.balance_ghs,attributes.branch_id
2025-04-01,CASH-BOG,CASH,GHS,40805361.49,CP-BOG,CASH-BOG,GL-1020,40805361.49,ACC-HQ
2025-04-02,CASH-VAULT,CASH,GHS,18333513.77,,CASH-VAULT,GL-1010,18333513.77,ACC-HQ
2025-04-02,CASH-BOG,CASH,GHS,40599038.44,CP-BOG,CASH-BOG,GL-1020,40599038.44,ACC-HQ
2025-04-03,CASH-VAULT,CASH,GHS,17666005.41,,CASH-VAULT,GL-1010,17666005.41,ACC-HQ
2025-04-03,CASH-BOG,CASH,GHS,41534223.52,CP-BOG,CASH-BOG,GL-1020,41534223.52,ACC-HQ
2025-04-04,CASH-VAULT,CASH,GHS,18122566.53,,CASH-VAULT,GL-1010,18122566.53,ACC-HQ
2025-04-04,CASH-BOG,CASH,GHS,41343379.14,CP-BOG,CASH-BOG,GL-1020,41343379.14,ACC-HQ
2025-04-07,CASH-VAULT,CASH,GHS,18370449.34,,CASH-VAULT,GL-1010,18370449.34,ACC-HQ
2025-04-07,CASH-BOG,CASH,GHS,40681241.97,CP-BOG,CASH-BOG,GL-1020,40681241.97,ACC-HQ
2025-04-08,CASH-VAULT,CASH,GHS,18240829.21,,CASH-VAULT,GL-1010,18240829.21,ACC-HQ
2025-04-08,CASH-BOG,CASH,GHS,41609802.59,CP-BOG,CASH-BOG,GL-1020,41609802.59,ACC-HQ
2025-04-09,CASH-VAULT,CASH,GHS,18158990.62,,CASH-VAULT,GL-1010,18158990.62,ACC-HQ
2025-04-09,CASH-BOG,CASH,GHS,40205247.59,CP-BOG,CASH-BOG,GL-1020,40205247.59,ACC-HQ
2025-04-10,CASH-VAULT,CASH,GHS,18592820.05,,CASH-VAULT,GL-1010,18592820.05,ACC-HQ
2025-04-10,CASH-BOG,CASH,GHS,41180925.17,CP-BOG,CASH-BOG,GL-1020,41180925.17,ACC-HQ
2025-04-11,CASH-VAULT,CASH,GHS,18494658.76,,CASH-VAULT,GL-1010,18494658.76,ACC-HQ
2025-04-11,CASH-BOG,CASH,GHS,40960130.33,CP-BOG,CASH-BOG,GL-1020,40960130.33,ACC-HQ
2025-04-14,CASH-VAULT,CASH,GHS,18213732.45,,CASH-VAULT,GL-1010,18213732.45,ACC-HQ
2025-04-14,CASH-BOG,CASH,GHS,40326866.31,CP-BOG,CASH-BOG,GL-1020,40326866.31,ACC-HQ
2025-04-15,CASH-VAULT,CASH,GHS,18647698.20,,CASH-VAULT,GL-1010,18647698.20,ACC-HQ
2025-04-15,CASH-BOG,CASH,GHS,41302881.22,CP-BOG,CASH-BOG,GL-1020,41302881.22,ACC-HQ
2025-04-16,CASH-VAULT,CASH,GHS,17996331.69,,CASH-VAULT,GL-1010,17996331.69,ACC-HQ
2025-04-16,CASH-BOG,CASH,GHS,41061497.40,CP-BOG,CASH-BOG,GL-1020,41061497.40,ACC-HQ
2025-04-17,CASH-VAULT,CASH,GHS,17931334.79,,CASH-VAULT,GL-1010,17931334.79,ACC-HQ
2025-04-17,CASH-BOG,CASH,GHS,42085493.44,CP-BOG,CASH-BOG,GL-1020,42085493.44,ACC-HQ
2025-04-18,CASH-VAULT,CASH,GHS,18342944.98,,CASH-VAULT,GL-1010,18342944.98,ACC-HQ
2025-04-18,CASH-BOG,CASH,GHS,40616836.90,CP-BOG,CASH-BOG,GL-1020,40616836.90,ACC-HQ
2025-04-21,CASH-VAULT,CASH,GHS,18083581.44,,CASH-VAULT,GL-1010,18083581.44,ACC-HQ
2025-04-21,CASH-BOG,CASH,GHS,41260203.03,CP-BOG,CASH-BOG,GL-1020,41260203.03,ACC-HQ
2025-04-22,CASH-VAULT,CASH,GHS,18505026.17,,CASH-VAULT,GL-1010,18505026.17,ACC-HQ
2025-04-22,CASH-BOG,CASH,GHS,40979604.43,CP-BOG,CASH-BOG,GL-1020,40979604.43,ACC-HQ
2025-04-23,CASH-VAULT,CASH,GHS,18425017.65,,CASH-VAULT,GL-1010,18425017.65,ACC-HQ
2025-04-23,CASH-BOG,CASH,GHS,40798986.57,CP-BOG,CASH-BOG,GL-1020,40798986.57,ACC-HQ
2025-04-24,CASH-VAULT,CASH,GHS,18317294.91,,CASH-VAULT,GL-1010,18317294.91,ACC-HQ
2025-04-24,CASH-BOG,CASH,GHS,41729299.41,CP-BOG,CASH-BOG,GL-1020,41729299.41,ACC-HQ
2025-04-25,CASH-VAULT,CASH,GHS,18206541.72,,CASH-VAULT,GL-1010,18206541.72,ACC-HQ
2025-04-25,CASH-BOG,CASH,GHS,41537320.11,CP-BOG,CASH-BOG,GL-1020,41537320.11,ACC-HQ
2025-04-28,CASH-VAULT,CASH,GHS,18429158.48,,CASH-VAULT,GL-1010,18429158.48,ACC-HQ
2025-04-28,CASH-BOG,CASH,GHS,40808571.18,CP-BOG,CASH-BOG,GL-1020,40808571.18,ACC-HQ
2025-04-29,CASH-VAULT,CASH,GHS,18305239.66,,CASH-VAULT,GL-1010,18305239.66,ACC-HQ
2025-04-29,CASH-BOG,CASH,GHS,41759082.98,CP-BOG,CASH-BOG,GL-1020,41759082.98,ACC-HQ
2025-04-30,CASH-VAULT,CASH,GHS,18220283.28,,CASH-VAULT,GL-1010,18220283.28,ACC-HQ
2025-04-30,CASH-BOG,CASH,GHS,40338238.32,CP-BOG,CASH-BOG,GL-1020,40338238.32,ACC-HQ
2025-05-01,CASH-VAULT,CASH,GHS,18122741.55,,CASH-VAULT,GL-1010,18122741.55,ACC-HQ
2025-05-01,CASH-BOG,CASH,GHS,41291916.23,CP-BOG,CASH-BOG,GL-1020,41291916.23,ACC-HQ
2025-05-02,CASH-VAULT,CASH,GHS,18526536.73,,CASH-VAULT,GL-1010,18526536.73,ACC-HQ
2025-05-02,CASH-BOG,CASH,GHS,41028065.93,CP-BOG,CASH-BOG,GL-1020,41028065.93,ACC-HQ
2025-05-05,CASH-VAULT,CASH,GHS,18255573.33,,CASH-VAULT,GL-1010,18255573.33,ACC-HQ
2025-05-05,CASH-BOG,CASH,GHS,40416788.63,CP-BOG,CASH-BOG,GL-1020,40416788.63,ACC-HQ
2025-05-06,CASH-VAULT,CASH,GHS,18153103.46,,CASH-VAULT,GL-1010,18153103.46,ACC-HQ
2025-05-06,CASH-BOG,CASH,GHS,41360762.64,CP-BOG,CASH-BOG,GL-1020,41360762.64,ACC-HQ
2025-05-07,CASH-VAULT,CASH,GHS,18030945.88,,CASH-VAULT,GL-1010,18030945.88,ACC-HQ
2025-05-07,CASH-BOG,CASH,GHS,41142870.13,CP-BOG,CASH-BOG,GL-1020,41142870.13,ACC-HQ
2025-05-08,CASH-VAULT,CASH,GHS,17941454.30,,CASH-VAULT,GL-1010,17941454.30,ACC-HQ
2025-05-08,CASH-BOG,CASH,GHS,40941753.76,CP-BOG,CASH-BOG,GL-1020,40941753.76,ACC-HQ
2025-05-09,CASH-VAULT,CASH,GHS,18330628.25,,CASH-VAULT,GL-1010,18330628.25,ACC-HQ
2025-05-09,CASH-BOG,CASH,GHS,40586867.70,CP-BOG,CASH-BOG,GL-1020,40586867.70,ACC-HQ
2025-05-12,CASH-VAULT,CASH,GHS,18038279.11,,CASH-VAULT,GL-1010,18038279.11,ACC-HQ
2025-05-12,CASH-BOG,CASH,GHS,41159232.31,CP-BOG,CASH-BOG,GL-1020,41159232.31,ACC-HQ
2025-05-13,CASH-VAULT,CASH,GHS,17939796.12,,CASH-VAULT,GL-1010,17939796.12,ACC-HQ
2025-05-13,CASH-BOG,CASH,GHS,40880657.78,CP-BOG,CASH-BOG,GL-1020,40880657.78,ACC-HQ
2025-05-14,CASH-VAULT,CASH,GHS,18349568.27,,CASH-VAULT,GL-1010,18349568.27,ACC-HQ
2025-05-14,CASH-BOG,CASH,GHS,40629221.47,CP-BOG,CASH-BOG,GL-1020,40629221.47,ACC-HQ
2025-05-15,CASH-VAULT,CASH,GHS,17710896.66,,CASH-VAULT,GL-1010,17710896.66,ACC-HQ
2025-05-15,CASH-BOG,CASH,GHS,40422260.47,CP-BOG,CASH-BOG,GL-1020,40422260.47,ACC-HQ
2025-05-16,CASH-VAULT,CASH,GHS,18159285.88,,CASH-VAULT,GL-1010,18159285.88,ACC-HQ
2025-05-16,CASH-BOG,CASH,GHS,41431888.47,CP-BOG,CASH-BOG,GL-1020,41431888.47,ACC-HQ
2025-05-19,CASH-VAULT,CASH,GHS,18381485.47,,CASH-VAULT,GL-1010,18381485.47,ACC-HQ
2025-05-19,CASH-BOG,CASH,GHS,40700309.66,CP-BOG,CASH-BOG,GL-1020,40700309.66,ACC-HQ
2025-05-20,CASH-VAULT,CASH,GHS,17759692.74,,CASH-VAULT,GL-1010,17759692.74,ACC-HQ
2025-05-20,CASH-BOG,CASH,GHS,41709032.02,CP-BOG,CASH-BOG,GL-1020,41709032.02,ACC-HQ
2025-05-21,CASH-VAULT,CASH,GHS,18193672.73,,CASH-VAULT,GL-1010,18193672.73,ACC-HQ
2025-05-21,CASH-BOG,CASH,GHS,40276590.68,CP-BOG,CASH-BOG,GL-1020,40276590.68,ACC-HQ
2025-05-22,CASH-VAULT,CASH,GHS,18098347.45,,CASH-VAULT,GL-1010,18098347.45,ACC-HQ
2025-05-22,CASH-BOG,CASH,GHS,40062042.17,CP-BOG,CASH-BOG,GL-1020,40062042.17,ACC-HQ
2025-05-23,CASH-VAULT,CASH,GHS,18545865.95,,CASH-VAULT,GL-1010,18545865.95,ACC-HQ
2025-05-23,CASH-BOG,CASH,GHS,41068182.40,CP-BOG,CASH-BOG,GL-1020,41068182.40,ACC-HQ
2025-05-26,CASH-VAULT,CASH,GHS,18239645.11,,CASH-VAULT,GL-1010,18239645.11,ACC-HQ
2025-05-26,CASH-BOG,CASH,GHS,40378787.03,CP-BOG,CASH-BOG,GL-1020,40378787.03,ACC-HQ
2025-05-27,CASH-VAULT,CASH,GHS,18142738.81,,CASH-VAULT,GL-1010,18142738.81,ACC-HQ
2025-05-27,CASH-BOG,CASH,GHS,40160732.17,CP-BOG,CASH-BOG,GL-1020,40160732.17,ACC-HQ
2025-05-28,CASH-VAULT,CASH,GHS,18045614.01,,CASH-VAULT,GL-1010,18045614.01,ACC-HQ
2025-05-28,CASH-BOG,CASH,GHS,41178756.85,CP-BOG,CASH-BOG,GL-1020,41178756.85,ACC-HQ
2025-05-29,CASH-VAULT,CASH,GHS,17930814.87,,CASH-VAULT,GL-1010,17930814.87,ACC-HQ
2025-05-29,CASH-BOG,CASH,GHS,40919902.80,CP-BOG,CASH-BOG,GL-1020,40919902.80,ACC-HQ
2025-05-30,CASH-VAULT,CASH,GHS,18354959.18,,CASH-VAULT,GL-1010,18354959.18,ACC-HQ
2025-05-30,CASH-BOG,CASH,GHS,40638018.00,CP-BOG,CASH-BOG,GL-1020,40638018.00,ACC-HQ
2025-05-31,CASH-VAULT,CASH,GHS,18277483.26,,CASH-VAULT,GL-1010,18277483.26,ACC-HQ
2025-05-31,CASH-BOG,CASH,GHS,40462977.29,CP-BOG,CASH-BOG,GL-1020,40462977.29,ACC-HQ
2025-06-02,CASH-VAULT,CASH,GHS,18447394.76,,CASH-VAULT,GL-1010,18447394.76,ACC-HQ
2025-06-02,CASH-BOG,CASH,GHS,42095208.47,CP-BOG,CASH-BOG,GL-1020,42095208.47,ACC-HQ
2025-06-03,CASH-VAULT,CASH,GHS,18330072.95,,CASH-VAULT,GL-1010,18330072.95,ACC-HQ
2025-06-03,CASH-BOG,CASH,GHS,43093668.88,CP-BOG,CASH-BOG,GL-1020,43093668.88,ACC-HQ
2025-06-04,CASH-VAULT,CASH,GHS,18759902.15,,CASH-VAULT,GL-1010,18759902.15,ACC-HQ
2025-06-04,CASH-BOG,CASH,GHS,41534995.29,CP-BOG,CASH-BOG,GL-1020,41534995.29,ACC-HQ
2025-06-05,CASH-VAULT,CASH,GHS,19235388.06,,CASH-VAULT,GL-1010,19235388.06,ACC-HQ
2025-06-05,CASH-BOG,CASH,GHS,41340852.75,CP-BOG,CASH-BOG,GL-1020,41340852.75,ACC-HQ
2025-06-06,CASH-VAULT,CASH,GHS,18554096.75,,CASH-VAULT,GL-1010,18554096.75,ACC-HQ
2025-06-06,CASH-BOG,CASH,GHS,42335133.89,CP-BOG,CASH-BOG,GL-1020,42335133.89,ACC-HQ
2025-06-09,CASH-VAULT,CASH,GHS,18225009.87,,CASH-VAULT,GL-1010,18225009.87,ACC-HQ
2025-06-09,CASH-BOG,CASH,GHS,41594545.44,CP-BOG,CASH-BOG,GL-1020,41594545.44,ACC-HQ
2025-06-10,CASH-VAULT,CASH,GHS,19247341.30,,CASH-VAULT,GL-1010,19247341.30,ACC-HQ
2025-06-10,CASH-BOG,CASH,GHS,41367749.14,CP-BOG,CASH-BOG,GL-1020,41367749.14,ACC-HQ
2025-06-11,CASH-VAULT,CASH,GHS,18564270.35,,CASH-VAULT,GL-1010,18564270.35,ACC-HQ
2025-06-11,CASH-BOG,CASH,GHS,41094195.18,CP-BOG,CASH-BOG,GL-1020,41094195.18,ACC-HQ
2025-06-12,CASH-VAULT,CASH,GHS,18583222.43,,CASH-VAULT,GL-1010,18583222.43,ACC-HQ
2025-06-12,CASH-BOG,CASH,GHS,41132502.80,CP-BOG,CASH-BOG,GL-1020,41132502.80,ACC-HQ
2025-06-13,CASH-VAULT,CASH,GHS,19012783.65,,CASH-VAULT,GL-1010,19012783.65,ACC-HQ
2025-06-13,CASH-BOG,CASH,GHS,42099350.88,CP-BOG,CASH-BOG,GL-1020,42099350.88,ACC-HQ
2025-06-16,CASH-VAULT,CASH,GHS,18667984.34,,CASH-VAULT,GL-1010,18667984.34,ACC-HQ
2025-06-16,CASH-BOG,CASH,GHS,41324216.01,CP-BOG,CASH-BOG,GL-1020,41324216.01,ACC-HQ
2025-06-17,CASH-VAULT,CASH,GHS,18576415.73,,CASH-VAULT,GL-1010,18576415.73,ACC-HQ
2025-06-17,CASH-BOG,CASH,GHS,41117876.98,CP-BOG,CASH-BOG,GL-1020,41117876.98,ACC-HQ
2025-06-18,CASH-VAULT,CASH,GHS,18448819.49,,CASH-VAULT,GL-1010,18448819.49,ACC-HQ
2025-06-18,CASH-BOG,CASH,GHS,42101333.97,CP-BOG,CASH-BOG,GL-1020,42101333.97,ACC-HQ
2025-06-19,CASH-VAULT,CASH,GHS,18330937.44,,CASH-VAULT,GL-1010,18330937.44,ACC-HQ
2025-06-19,CASH-BOG,CASH,GHS,43104790.04,CP-BOG,CASH-BOG,GL-1020,43104790.04,ACC-HQ
2025-06-20,CASH-VAULT,CASH,GHS,19345630.57,,CASH-VAULT,GL-1010,19345630.57,ACC-HQ
2025-06-20,CASH-BOG,CASH,GHS,41522747.17,CP-BOG,CASH-BOG,GL-1020,41522747.17,ACC-HQ
2025-06-23,CASH-VAULT,CASH,GHS,18437782.96,,CASH-VAULT,GL-1010,18437782.96,ACC-HQ
2025-06-23,CASH-BOG,CASH,GHS,42075762.54,CP-BOG,CASH-BOG,GL-1020,42075762.54,ACC-HQ
2025-06-24,CASH-VAULT,CASH,GHS,18328006.53,,CASH-VAULT,GL-1010,18328006.53,ACC-HQ
2025-06-24,CASH-BOG,CASH,GHS,43096678.91,CP-BOG,CASH-BOG,GL-1020,43096678.91,ACC-HQ
2025-06-25,CASH-VAULT,CASH,GHS,18756702.55,,CASH-VAULT,GL-1010,18756702.55,ACC-HQ
2025-06-25,CASH-BOG,CASH,GHS,41525110.00,CP-BOG,CASH-BOG,GL-1020,41525110.00,ACC-HQ
2025-06-26,CASH-VAULT,CASH,GHS,19241451.84,,CASH-VAULT,GL-1010,19241451.84,ACC-HQ
2025-06-26,CASH-BOG,CASH,GHS,41346026.81,CP-BOG,CASH-BOG,GL-1020,41346026.81,ACC-HQ
2025-06-27,CASH-VAULT,CASH,GHS,19141166.94,,CASH-VAULT,GL-1010,19141166.94,ACC-HQ
2025-06-27,CASH-BOG,CASH,GHS,42330716.87,CP-BOG,CASH-BOG,GL-1020,42330716.87,ACC-HQ
2025-06-30,CASH-VAULT,CASH,GHS,19387272.22,,CASH-VAULT,GL-1010,19387272.22,ACC-HQ
2025-06-30,CASH-BOG,CASH,GHS,41670718.14,CP-BOG,CASH-BOG,GL-1020,41670718.14,ACC-HQ
2025-07-01,CASH-VAULT,CASH,GHS,18924420.26,,CASH-VAULT,GL-1010,18924420.26,ACC-HQ
2025-07-01,CASH-BOG,CASH,GHS,40665985.23,CP-BOG,CASH-BOG,GL-1020,40665985.23,ACC-HQ
2025-07-02,CASH-VAULT,CASH,GHS,18269941.67,,CASH-VAULT,GL-1010,18269941.67,ACC-HQ
2025-07-02,CASH-BOG,CASH,GHS,40439872.33,CP-BOG,CASH-BOG,GL-1020,40439872.33,ACC-HQ
2025-07-03,CASH-VAULT,CASH,GHS,18168932.18,,CASH-VAULT,GL-1010,18168932.18,ACC-HQ
2025-07-03,CASH-BOG,CASH,GHS,42710254.85,CP-BOG,CASH-BOG,GL-1020,42710254.85,ACC-HQ
2025-07-04,CASH-VAULT,CASH,GHS,18066511.45,,CASH-VAULT,GL-1010,18066511.45,ACC-HQ
2025-07-04,CASH-BOG,CASH,GHS,41173145.72,CP-BOG,CASH-BOG,GL-1020,41173145.72,ACC-HQ
2025-07-07,CASH-VAULT,CASH,GHS,18300426.46,,CASH-VAULT,GL-1010,18300426.46,ACC-HQ
2025-07-07,CASH-BOG,CASH,GHS,40507782.04,CP-BOG,CASH-BOG,GL-1020,40507782.04,ACC-HQ
2025-07-08,CASH-VAULT,CASH,GHS,18220697.04,,CASH-VAULT,GL-1010,18220697.04,ACC-HQ
2025-07-08,CASH-BOG,CASH,GHS,42830745.82,CP-BOG,CASH-BOG,GL-1020,42830745.82,ACC-HQ
2025-07-09,CASH-VAULT,CASH,GHS,18669539.69,,CASH-VAULT,GL-1010,18669539.69,ACC-HQ
2025-07-09,CASH-BOG,CASH,GHS,41280047.83,CP-BOG,CASH-BOG,GL-1020,41280047.83,ACC-HQ
2025-07-10,CASH-VAULT,CASH,GHS,17984221.56,,CASH-VAULT,GL-1010,17984221.56,ACC-HQ
2025-07-10,CASH-BOG,CASH,GHS,42297292.11,CP-BOG,CASH-BOG,GL-1020,42297292.11,ACC-HQ
2025-07-11,CASH-VAULT,CASH,GHS,19022232.96,,CASH-VAULT,GL-1010,19022232.96,ACC-HQ
2025-07-11,CASH-BOG,CASH,GHS,42130787.06,CP-BOG,CASH-BOG,GL-1020,42130787.06,ACC-HQ
2025-07-14,CASH-VAULT,CASH,GHS,18133587.24,,CASH-VAULT,GL-1010,18133587.24,ACC-HQ
2025-07-14,CASH-BOG,CASH,GHS,42637316.23,CP-BOG,CASH-BOG,GL-1020,42637316.23,ACC-HQ
2025-07-15,CASH-VAULT,CASH,GHS,18037231.81,,CASH-VAULT,GL-1010,18037231.81,ACC-HQ
2025-07-15,CASH-BOG,CASH,GHS,42420757.42,CP-BOG,CASH-BOG,GL-1020,42420757.42,ACC-HQ
2025-07-16,CASH-VAULT,CASH,GHS,19062509.96,,CASH-VAULT,GL-1010,19062509.96,ACC-HQ
2025-07-16,CASH-BOG,CASH,GHS,40908313.81,CP-BOG,CASH-BOG,GL-1020,40908313.81,ACC-HQ
2025-07-17,CASH-VAULT,CASH,GHS,18940793.13,,CASH-VAULT,GL-1010,18940793.13,ACC-HQ
2025-07-17,CASH-BOG,CASH,GHS,40692173.06,CP-BOG,CASH-BOG,GL-1020,40692173.06,ACC-HQ
2025-07-18,CASH-VAULT,CASH,GHS,18859088.12,,CASH-VAULT,GL-1010,18859088.12,ACC-HQ
2025-07-18,CASH-BOG,CASH,GHS,43017415.44,CP-BOG,CASH-BOG,GL-1020,43017415.44,ACC-HQ
2025-07-21,CASH-VAULT,CASH,GHS,19075608.76,,CASH-VAULT,GL-1010,19075608.76,ACC-HQ
2025-07-21,CASH-BOG,CASH,GHS,40993070.19,CP-BOG,CASH-BOG,GL-1020,40993070.19,ACC-HQ
2025-07-22,CASH-VAULT,CASH,GHS,18967486.11,,CASH-VAULT,GL-1010,18967486.11,ACC-HQ
2025-07-22,CASH-BOG,CASH,GHS,40750728.23,CP-BOG,CASH-BOG,GL-1020,40750728.23,ACC-HQ
2025-07-23,CASH-VAULT,CASH,GHS,18890932.50,,CASH-VAULT,GL-1010,18890932.50,ACC-HQ
2025-07-23,CASH-BOG,CASH,GHS,43031548.62,CP-BOG,CASH-BOG,GL-1020,43031548.62,ACC-HQ
2025-07-24,CASH-VAULT,CASH,GHS,18199123.95,,CASH-VAULT,GL-1010,18199123.95,ACC-HQ
2025-07-24,CASH-BOG,CASH,GHS,42789001.36,CP-BOG,CASH-BOG,GL-1020,42789001.36,ACC-HQ
2025-07-25,CASH-VAULT,CASH,GHS,18664396.28,,CASH-VAULT,GL-1010,18664396.28,ACC-HQ
2025-07-25,CASH-BOG,CASH,GHS,42579891.78,CP-BOG,CASH-BOG,GL-1020,42579891.78,ACC-HQ
2025-07-28,CASH-VAULT,CASH,GHS,18314361.91,,CASH-VAULT,GL-1010,18314361.91,ACC-HQ
2025-07-28,CASH-BOG,CASH,GHS,43048728.16,CP-BOG,CASH-BOG,GL-1020,43048728.16,ACC-HQ
2025-07-29,CASH-VAULT,CASH,GHS,18207667.86,,CASH-VAULT,GL-1010,18207667.86,ACC-HQ
2025-07-29,CASH-BOG,CASH,GHS,42807885.92,CP-BOG,CASH-BOG,GL-1020,42807885.92,ACC-HQ
2025-07-30,CASH-VAULT,CASH,GHS,18646908.27,,CASH-VAULT,GL-1010,18646908.27,ACC-HQ
2025-07-30,CASH-BOG,CASH,GHS,41227008.68,CP-BOG,CASH-BOG,GL-1020,41227008.68,ACC-HQ
2025-07-31,CASH-VAULT,CASH,GHS,19085249.01,,CASH-VAULT,GL-1010,19085249.01,ACC-HQ
2025-07-31,CASH-BOG,CASH,GHS,42271121.44,CP-BOG,CASH-BOG,GL-1020,42271121.44,ACC-HQ
2025-08-01,CASH-VAULT,CASH,GHS,18979479.02,,CASH-VAULT,GL-1010,18979479.02,ACC-HQ
2025-08-01,CASH-BOG,CASH,GHS,42033383.34,CP-BOG,CASH-BOG,GL-1020,42033383.34,ACC-HQ
2025-08-04,CASH-VAULT,CASH,GHS,18653547.59,,CASH-VAULT,GL-1010,18653547.59,ACC-HQ
2025-08-04,CASH-BOG,CASH,GHS,42496379.00,CP-BOG,CASH-BOG,GL-1020,42496379.00,ACC-HQ
2025-08-05,CASH-VAULT,CASH,GHS,19076201.26,,CASH-VAULT,GL-1010,19076201.26,ACC-HQ
2025-08-05,CASH-BOG,CASH,GHS,42251499.28,CP-BOG,CASH-BOG,GL-1020,42251499.28,ACC-HQ
2025-08-06,CASH-VAULT,CASH,GHS,18978811.54,,CASH-VAULT,GL-1010,18978811.54,ACC-HQ
2025-08-06,CASH-BOG,CASH,GHS,42032324.61,CP-BOG,CASH-BOG,GL-1020,42032324.61,ACC-HQ
2025-08-07,CASH-VAULT,CASH,GHS,18857936.15,,CASH-VAULT,GL-1010,18857936.15,ACC-HQ
2025-08-07,CASH-BOG,CASH,GHS,43014114.23,CP-BOG,CASH-BOG,GL-1020,43014114.23,ACC-HQ
2025-08-08,CASH-VAULT,CASH,GHS,18760218.11,,CASH-VAULT,GL-1010,18760218.11,ACC-HQ
2025-08-08,CASH-BOG,CASH,GHS,41540322.15,CP-BOG,CASH-BOG,GL-1020,41540322.15,ACC-HQ
2025-08-11,CASH-VAULT,CASH,GHS,18429101.49,,CASH-VAULT,GL-1010,18429101.49,ACC-HQ
2025-08-11,CASH-BOG,CASH,GHS,40737659.64,CP-BOG,CASH-BOG,GL-1020,40737659.64,ACC-HQ
2025-08-12,CASH-VAULT,CASH,GHS,18873357.79,,CASH-VAULT,GL-1010,18873357.79,ACC-HQ
2025-08-12,CASH-BOG,CASH,GHS,43048922.53,CP-BOG,CASH-BOG,GL-1020,43048922.53,ACC-HQ
2025-08-13,CASH-VAULT,CASH,GHS,18785237.11,,CASH-VAULT,GL-1010,18785237.11,ACC-HQ
2025-08-13,CASH-BOG,CASH,GHS,41596145.80,CP-BOG,CASH-BOG,GL-1020,41596145.80,ACC-HQ
2025-08-14,CASH-VAULT,CASH,GHS,18101198.13,,CASH-VAULT,GL-1010,18101198.13,ACC-HQ
2025-08-14,CASH-BOG,CASH,GHS,42566560.22,CP-BOG,CASH-BOG,GL-1020,42566560.22,ACC-HQ
2025-08-15,CASH-VAULT,CASH,GHS,18557404.86,,CASH-VAULT,GL-1010,18557404.86,ACC-HQ
2025-08-15,CASH-BOG,CASH,GHS,42338223.42,CP-BOG,CASH-BOG,GL-1020,42338223.42,ACC-HQ
2025-08-18,CASH-VAULT,CASH,GHS,18812968.40,,CASH-VAULT,GL-1010,18812968.40,ACC-HQ
2025-08-18,CASH-BOG,CASH,GHS,42855775.06,CP-BOG,CASH-BOG,GL-1020,42855775.06,ACC-HQ
2025-08-19,CASH-VAULT,CASH,GHS,18701711.64,,CASH-VAULT,GL-1010,18701711.64,ACC-HQ
2025-08-19,CASH-BOG,CASH,GHS,42663964.95,CP-BOG,CASH-BOG,GL-1020,42663964.95,ACC-HQ
2025-08-20,CASH-VAULT,CASH,GHS,18613332.13,,CASH-VAULT,GL-1010,18613332.13,ACC-HQ
2025-08-20,CASH-BOG,CASH,GHS,42465445.07,CP-BOG,CASH-BOG,GL-1020,42465445.07,ACC-HQ
2025-08-21,CASH-VAULT,CASH,GHS,19063194.78,,CASH-VAULT,GL-1010,19063194.78,ACC-HQ
2025-08-21,CASH-BOG,CASH,GHS,42219557.18,CP-BOG,CASH-BOG,GL-1020,42219557.18,ACC-HQ
2025-08-22,CASH-VAULT,CASH,GHS,18974715.64,,CASH-VAULT,GL-1010,18974715.64,ACC-HQ
2025-08-22,CASH-BOG,CASH,GHS,42020101.06,CP-BOG,CASH-BOG,GL-1020,42020101.06,ACC-HQ
2025-08-25,CASH-VAULT,CASH,GHS,18738048.73,,CASH-VAULT,GL-1010,18738048.73,ACC-HQ
2025-08-25,CASH-BOG,CASH,GHS,41484468.29,CP-BOG,CASH-BOG,GL-1020,41484468.29,ACC-HQ
2025-08-26,CASH-VAULT,CASH,GHS,19173770.32,,CASH-VAULT,GL-1010,19173770.32,ACC-HQ
2025-08-26,CASH-BOG,CASH,GHS,42464873.43,CP-BOG,CASH-BOG,GL-1020,42464873.43,ACC-HQ
2025-08-27,CASH-VAULT,CASH,GHS,19091253.51,,CASH-VAULT,GL-1010,19091253.51,ACC-HQ
2025-08-27,CASH-BOG,CASH,GHS,42278603.27,CP-BOG,CASH-BOG,GL-1020,42278603.27,ACC-HQ
2025-08-28,CASH-VAULT,CASH,GHS,18962450.90,,CASH-VAULT,GL-1010,18962450.90,ACC-HQ
2025-08-28,CASH-BOG,CASH,GHS,43254915.47,CP-BOG,CASH-BOG,GL-1020,43254915.47,ACC-HQ
2025-08-29,CASH-VAULT,CASH,GHS,18863673.64,,CASH-VAULT,GL-1010,18863673.64,ACC-HQ
2025-08-29,CASH-BOG,CASH,GHS,41766622.71,CP-BOG,CASH-BOG,GL-1020,41766622.71,ACC-HQ
2025-08-31,CASH-VAULT,CASH,GHS,19220956.44,,CASH-VAULT,GL-1010,19220956.44,ACC-HQ
2025-08-31,CASH-BOG,CASH,GHS,42569801.67,CP-BOG,CASH-BOG,GL-1020,42569801.67,ACC-HQ
2025-09-01,CASH-VAULT,CASH,GHS,18930907.85,,CASH-VAULT,GL-1010,18930907.85,ACC-HQ
2025-09-01,CASH-BOG,CASH,GHS,43196451.19,CP-BOG,CASH-BOG,GL-1020,43196451.19,ACC-HQ
2025-09-02,CASH-VAULT,CASH,GHS,19394128.07,,CASH-VAULT,GL-1010,19394128.07,ACC-HQ
