as_of_date,source_reference,account_code,name,account_class,currency,balance
2018-12-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,12377792.38
2019-01-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,10698802.38
2019-01-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,25208575.41
2019-01-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,50592546.68
2019-01-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,227995540.80
2019-01-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-9052746.78
2019-01-31,GL-1900,GL-1900,Other assets,ASSET,GHS,24872090.55
2019-01-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,274273528.29
2019-01-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8228205.85
2019-01-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-01-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,13221419.19
2019-01-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,12591655.72
2019-02-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11258982.97
2019-02-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,24280641.54
2019-02-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,53313317.00
2019-02-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,229727261.28
2019-02-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-10206555.88
2019-02-28,GL-1900,GL-1900,Other assets,ASSET,GHS,24255860.44
2019-02-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,276172518.40
2019-02-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8285175.55
2019-02-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-02-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,13386990.80
2019-02-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,12784822.60
2019-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11549188.91
2019-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,24814221.21
2019-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,54689449.54
2019-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,231268759.36
2019-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-10367874.01
2019-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,27756459.03
2019-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,282661374.63
2019-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8479841.24
2019-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,13570302.23
2019-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,12998685.94
2019-04-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11482064.24
2019-04-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,24768953.37
2019-04-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,54394299.54
2019-04-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,232868676.44
2019-04-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-10709984.95
2019-04-30,GL-1900,GL-1900,Other assets,ASSET,GHS,24203569.95
2019-04-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,279664298.76
2019-04-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8389928.96
2019-04-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-04-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,13747700.39
2019-04-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,13205650.46
2019-05-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11535321.45
2019-05-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,24742200.37
2019-05-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,54532861.67
2019-05-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,235301402.61
2019-05-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-11117035.02
2019-05-31,GL-1900,GL-1900,Other assets,ASSET,GHS,25023646.74
2019-05-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,282201817.67
2019-05-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8466054.53
2019-05-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-05-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,13931011.83
2019-05-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,13419513.80
2019-06-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11629078.02
2019-06-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,25853253.11
2019-06-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,55516746.51
2019-06-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,237478469.28
2019-06-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-11110780.50
2019-06-30,GL-1900,GL-1900,Other assets,ASSET,GHS,27586799.90
2019-06-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,288561823.32
2019-06-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8656854.70
2019-06-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-06-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,14108409.99
2019-06-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,13626478.32
2019-07-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11738654.99
2019-07-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,25187284.85
2019-07-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,55522842.63
2019-07-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,239514313.08
2019-07-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-11516462.20
2019-07-31,GL-1900,GL-1900,Other assets,ASSET,GHS,23408422.20
2019-07-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,285167953.86
2019-07-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8555038.62
2019-07-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-07-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,14291721.42
2019-07-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,13840341.66
2019-08-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11259377.72
2019-08-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,26469140.04
2019-08-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,53717757.06
2019-08-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,244040255.75
2019-08-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-14480135.79
2019-08-31,GL-1900,GL-1900,Other assets,ASSET,GHS,25299916.02
2019-08-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,287162206.76
2019-08-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8614866.20
2019-08-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-08-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,14475032.85
2019-08-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,14054204.99
2019-09-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11417008.61
2019-09-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,26952191.79
2019-09-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,54501879.06
2019-09-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,245457745.05
2019-09-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-14567401.04
2019-09-30,GL-1900,GL-1900,Other assets,ASSET,GHS,30191684.84
2019-09-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,294213114.35
2019-09-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8826393.43
2019-09-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-09-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,14652431.01
2019-09-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,14261169.51
2019-10-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11240922.98
2019-10-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,26433583.04
2019-10-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,53655793.73
2019-10-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,249386498.02
2019-10-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-15179794.63
2019-10-31,GL-1900,GL-1900,Other assets,ASSET,GHS,23389210.29
2019-10-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,288947027.32
2019-10-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8668410.82
2019-10-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-10-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,14835742.44
2019-10-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,14475032.85
2019-11-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11743159.21
2019-11-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,25955860.44
2019-11-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,55929109.42
2019-11-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,250838873.47
2019-11-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-15021446.71
2019-11-30,GL-1900,GL-1900,Other assets,ASSET,GHS,23689280.46
2019-11-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,292659901.28
2019-11-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8779797.04
2019-11-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-11-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15013140.60
2019-11-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,14681997.37
2019-12-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12196563.45
2019-12-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,26261032.31
2019-12-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,57647050.73
2019-12-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,252094333.99
2019-12-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-15088701.78
2019-12-31,GL-1900,GL-1900,Other assets,ASSET,GHS,24610749.52
2019-12-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,296726908.22
2019-12-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8901807.25
2019-12-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2019-12-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15196452.04
2019-12-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,14895860.71
2020-01-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12046748.66
2020-01-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,25827971.43
2020-01-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,57357834.47
2020-01-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,253751555.60
2020-01-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-15692896.90
2020-01-31,GL-1900,GL-1900,Other assets,ASSET,GHS,23833004.98
2020-01-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,295761874.48
2020-01-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8872856.23
2020-01-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-01-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15379763.47
2020-01-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,15109724.05
2020-02-29,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,11586946.22
2020-02-29,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27204071.67
2020-02-29,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,55191254.58
2020-02-29,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,258315490.26
2020-02-29,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-16483875.58
2020-02-29,GL-1900,GL-1900,Other assets,ASSET,GHS,23503036.78
2020-02-29,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,297529986.23
2020-02-29,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,8925899.59
2020-02-29,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-02-29,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15551248.36
2020-02-29,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,15309789.75
2020-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12431441.78
2020-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27532958.78
2020-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,59344918.72
2020-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,263587251.28
2020-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-17079353.90
2020-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,24554057.87
2020-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,307876758.88
2020-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9236302.77
2020-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15734559.79
2020-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,15523653.09
2020-04-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12350679.71
2020-04-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,26591556.38
2020-04-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,58388587.61
2020-04-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,265211765.56
2020-04-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-17171406.69
2020-04-30,GL-1900,GL-1900,Other assets,ASSET,GHS,20078595.14
2020-04-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,302725438.98
2020-04-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9081763.17
2020-04-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-04-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,15911957.95
2020-04-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,15730617.61
2020-05-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12096850.97
2020-05-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27658897.77
2020-05-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,57618424.18
2020-05-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,266179272.68
2020-05-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-17800889.73
2020-05-31,GL-1900,GL-1900,Other assets,ASSET,GHS,21616278.49
2020-05-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,304202994.19
2020-05-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9126089.83
2020-05-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-05-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,16095269.38
2020-05-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,15944480.95
2020-06-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12240996.21
2020-06-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,28785493.54
2020-06-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,58446292.83
2020-06-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,267987756.40
2020-06-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-17882247.73
2020-06-30,GL-1900,GL-1900,Other assets,ASSET,GHS,26533806.82
2020-06-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,312318432.10
2020-06-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9369552.96
2020-06-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-06-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,16272667.54
2020-06-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,16151445.47
2020-07-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12268535.84
2020-07-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,28047762.90
2020-07-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,58021375.50
2020-07-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,269345259.86
2020-07-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-18804877.89
2020-07-31,GL-1900,GL-1900,Other assets,ASSET,GHS,22586284.33
2020-07-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,307420439.58
2020-07-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9222613.19
2020-07-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-07-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,16455978.98
2020-07-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,16365308.80
2020-08-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12502146.68
2020-08-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27680922.90
2020-08-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,59197591.40
2020-08-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,271885889.11
2020-08-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-19355470.96
2020-08-31,GL-1900,GL-1900,Other assets,ASSET,GHS,23145976.99
2020-08-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,310522906.38
2020-08-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9315687.19
2020-08-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-08-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,16639290.41
2020-08-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,16579172.14
2020-09-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12471506.00
2020-09-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,29274849.91
2020-09-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,58973935.21
2020-09-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,273220927.64
2020-09-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-19647623.40
2020-09-30,GL-1900,GL-1900,Other assets,ASSET,GHS,30118698.80
2020-09-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,319232494.10
2020-09-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9576974.82
2020-09-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-09-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,16816688.57
2020-09-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,16786136.66
2020-10-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12596592.83
2020-10-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27895995.18
2020-10-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,60109354.11
2020-10-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,275062133.69
2020-10-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-19616311.13
2020-10-31,GL-1900,GL-1900,Other assets,ASSET,GHS,23608480.18
2020-10-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,314229363.95
2020-10-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9426880.92
2020-10-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-10-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17000000.00
2020-10-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,17000000.00
2020-11-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12834540.03
2020-11-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,27630195.34
2020-11-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,61156411.46
2020-11-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,276399248.52
2020-11-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-21478308.68
2020-11-30,GL-1900,GL-1900,Other assets,ASSET,GHS,24992645.95
2020-11-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,315679970.81
2020-11-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9470399.12
2020-11-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-11-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17177398.16
2020-11-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,17206964.52
2020-12-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12431581.66
2020-12-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,29346528.44
2020-12-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,58871673.71
2020-12-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,277564554.75
2020-12-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-22333303.73
2020-12-31,GL-1900,GL-1900,Other assets,ASSET,GHS,29374298.60
2020-12-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,318906598.04
2020-12-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9567197.94
2020-12-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2020-12-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17360709.59
2020-12-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,17420827.86
2021-01-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12808737.61
2021-01-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,28305496.75
2021-01-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,61021824.86
2021-01-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,280851904.34
2021-01-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-22343234.83
2021-01-31,GL-1900,GL-1900,Other assets,ASSET,GHS,25373480.31
2021-01-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,319261647.41
2021-01-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9577849.42
2021-01-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2021-01-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17544021.02
2021-01-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,17634691.20
2021-02-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,13057955.36
2021-02-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,28115356.08
2021-02-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,61764298.23
2021-02-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,282138308.29
2021-02-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-22434854.53
2021-02-28,GL-1900,GL-1900,Other assets,ASSET,GHS,24625377.93
2021-02-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,320125233.63
2021-02-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9603757.01
2021-02-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2021-02-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17709592.64
2021-02-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,17827858.08
2021-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,12860718.95
2021-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,30365803.30
2021-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,61375170.45
2021-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,283703851.45
2021-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-23237315.27
2021-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,34178738.46
2021-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,331371205.67
2021-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,9941136.17
2021-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2021-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,17892904.07
2021-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,18041721.42
2021-04-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,13480859.11
