# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — LOAN book re-push as at 2026-06-30 adding the BoG prudential-return attributes (docs/API_INTEGRATION.md §3.4): sector (BSD4 taxonomy), ownership, facility_type, bog_classification + days_past_due, interest_in_suspense_ghs, ecl_provision_ghs. Every typed field and pre-existing attribute of the current generation is resent because a re-push supersedes the snapshot whole. Push with: uv run python scripts/ingest_push.py --entity position=onboarding/sample_bank/loans_attributes_repush.csv --as-of 2026-06-30 ...
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,rate_index,rate_spread,ifrs9_stage,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.scheduled_principal_ghs,attributes.interest_accrued_ghs,attributes.sector,attributes.ownership,attributes.facility_type,attributes.bog_classification,attributes.days_past_due,attributes.interest_in_suspense_ghs,attributes.ecl_provision_ghs
AA.ARRANGEMENT/1094470,LOAN,GHS,112944.51,166807.87,SBL-CUST-014092,LN.RET.MORT,1302,2015-06-03,2030-04-15,2026-07-05,0.218,FLOATING,BOG_MPR,0.06,1,112944.51,BR-008,62,1614.4,2081.15,commerce.mortgage_financing,,scheduled,current,0,,564.72
AA.ARRANGEMENT/1094477,LOAN,GHS,487304.52,619644.01,SBL-CUST-002947,LN.RET.MORT,1302,2017-12-23,2031-10-11,2026-08-08,0.2178,FLOATING,BOG_MPR,0.06,1,487304.52,BR-004,62,4125.68,8919.46,commerce.mortgage_financing,,scheduled,current,0,,2436.52
AA.ARRANGEMENT/1094481,LOAN,GHS,334185.17,413662.58,SBL-CUST-005834,LN.RET.MORT,1302,2021-02-21,2032-03-25,2026-07-25,0.218,FLOATING,BOG_MPR,0.06,1,334185.17,BR-005,62,2482.8,6116.13,commerce.mortgage_financing,,scheduled,current,0,,1670.93
AA.ARRANGEMENT/1094485,LOAN,GHS,87892.55,101893.93,SBL-CUST-003026,LN.RET.MORT,1302,2020-08-21,2033-07-14,2026-07-21,0.218,FLOATING,BOG_MPR,0.06,3,87892.55,BR-008,62,443.36,1604.77,commerce.mortgage_financing,,scheduled,loss,360,14173.58,87892.55
AA.ARRANGEMENT/1096623,LOAN,GHS,129097.49,260183.09,SBL-CUST-013991,LN.RET.MORT,1302,2018-10-09,2028-09-16,2026-08-28,0.2178,FLOATING,BOG_MPR,0.06,1,129097.49,BR-011,61,4053.01,2416.68,commerce.mortgage_financing,,scheduled,current,0,,645.49
AA.ARRANGEMENT/1098648,LOAN,GHS,39867.09,104751.58,SBL-CUST-000223,LN.RET.MORT,1302,2008-07-01,2028-01-18,2023-07-13,0.2159,FLOATING,BOG_MPR,0.06,1,39867.09,BR-009,60,1986.9,759.65,commerce.mortgage_financing,,scheduled,current,0,,199.34
AA.ARRANGEMENT/1098661,LOAN,GHS,107562.98,196085.8,SBL-CUST-002204,LN.RET.MORT,1302,2015-05-09,2029-01-25,2026-09-08,0.2159,FLOATING,BOG_MPR,0.06,1,107562.98,BR-011,60,2668.28,2031.01,commerce.mortgage_financing,,scheduled,current,0,,537.81
AA.ARRANGEMENT/1098663,LOAN,GHS,535055.13,596210.94,SBL-CUST-000983,LN.RET.MORT,1302,2019-09-30,2034-07-13,2026-08-24,0.2178,FLOATING,BOG_MPR,0.06,1,535055.13,BR-003,60,2063.41,9748.7,commerce.mortgage_financing,,scheduled,current,0,,2675.28
AA.ARRANGEMENT/1100717,LOAN,GHS,65476.86,136378.6,SBL-CUST-011824,LN.RET.MORT,1302,2021-03-16,2028-08-06,2026-08-17,0.2178,FLOATING,BOG_MPR,0.06,3,65476.86,BR-003,59,2162.06,1227.65,commerce.mortgage_financing,,scheduled,substandard,164,2891.24,19643.06
AA.ARRANGEMENT/1100726,LOAN,GHS,196417.66,390799.95,SBL-CUST-003506,LN.RET.MORT,1302,2014-02-06,2028-09-20,2026-09-01,0.2159,FLOATING,BOG_MPR,0.06,1,196417.66,BR-001,59,5849.26,3726.77,commerce.mortgage_financing,,scheduled,current,0,,982.09
AA.ARRANGEMENT/1102660,LOAN,GHS,34683.1,590549.12,SBL-CUST-008940,LN.RET.MORT,1302,2021-04-19,2026-10-20,2026-09-20,0.2159,FLOATING,BOG_MPR,0.06,1,34683.1,BR-004,58,16872.37,949.91,commerce.mortgage_financing,,scheduled,current,0,,173.42
AA.ARRANGEMENT/1102668,LOAN,GHS,452222.03,705494.5,SBL-CUST-010429,LN.RET.MORT,1302,2012-03-31,2029-10-28,2026-07-16,0.2178,FLOATING,BOG_MPR,0.06,1,452222.03,BR-008,58,7928.46,8351.73,commerce.mortgage_financing,,scheduled,current,0,,2261.11
AA.ARRANGEMENT/1104793,LOAN,GHS,68962.31,107132.63,SBL-CUST-012720,LN.RET.MORT,1302,2016-01-07,2029-10-25,2026-08-12,0.2178,FLOATING,BOG_MPR,0.06,1,68962.31,BR-012,57,1209.06,1273.61,commerce.mortgage_financing,,scheduled,current,0,,344.81
AA.ARRANGEMENT/1104803,LOAN,GHS,702167.41,727324.48,SBL-CUST-012722,LN.RET.MORT,1302,2020-12-17,2038-10-14,2026-08-18,0.2178,FLOATING,BOG_MPR,0.06,1,702167.41,BR-003,57,939.26,12761.39,commerce.mortgage_financing,,scheduled,current,14,,3510.84
AA.ARRANGEMENT/1104807,LOAN,GHS,21519.37,354423.87,SBL-CUST-004784,LN.RET.MORT,1302,2007-12-02,2026-10-23,2022-03-18,0.2159,FLOATING,BOG_MPR,0.06,1,21519.37,BR-002,57,10472.83,580.66,commerce.mortgage_financing,,scheduled,current,0,,107.60
AA.ARRANGEMENT/1108736,LOAN,GHS,2802.94,82612.94,SBL-CUST-005923,LN.RET.PERS,1301,2021-10-06,2026-09-10,2026-09-10,0.3214,FIXED,,,1,2802.94,BR-007,55,2729.82,148.19,services.salary_credit,,scheduled,current,0,,14.01
AA.ARRANGEMENT/1108817,LOAN,GHS,395735.46,493490.95,SBL-CUST-000596,LN.RET.MORT,1302,2021-10-28,2031-11-05,2026-07-04,0.218,FLOATING,BOG_MPR,0.06,1,395735.46,BR-011,55,3261.02,7248.44,commerce.mortgage_financing,,scheduled,current,0,,1978.68
AA.ARRANGEMENT/1108824,LOAN,GHS,201591.94,210992.74,SBL-CUST-008194,LN.RET.MORT,1302,2020-04-04,2037-08-03,2026-08-31,0.2159,FLOATING,BOG_MPR,0.06,1,201591.94,BR-001,55,345.78,3720.7,commerce.mortgage_financing,,scheduled,current,0,,1007.96
AA.ARRANGEMENT/1108825,LOAN,GHS,229378.47,271405.26,SBL-CUST-013211,LN.RET.MORT,1302,2013-11-16,2032-10-07,2026-09-09,0.2159,FLOATING,BOG_MPR,0.06,3,229378.47,BR-006,55,1415.08,4252.37,commerce.mortgage_financing,,scheduled,substandard,127,5020.12,68813.54
AA.ARRANGEMENT/1108826,LOAN,GHS,19614.2,632501.62,SBL-CUST-007337,LN.RET.MORT,1302,2016-09-13,2026-09-21,2026-07-23,0.218,FLOATING,BOG_MPR,0.06,1,19614.2,BR-001,55,19264.24,706.29,commerce.mortgage_financing,,scheduled,current,0,,98.07
AA.ARRANGEMENT/1108836,LOAN,GHS,99657.76,171283.32,SBL-CUST-008075,LN.RET.MORT,1302,2015-12-28,2029-03-19,2026-08-02,0.2178,FLOATING,BOG_MPR,0.06,1,99657.76,BR-009,55,2282.94,1850.22,commerce.mortgage_financing,,scheduled,current,0,,498.29
AA.ARRANGEMENT/1110941,LOAN,GHS,53318.67,116629.01,SBL-CUST-000046,LN.RET.MORT,1302,2015-01-26,2028-05-17,2026-08-26,0.2178,FLOATING,BOG_MPR,0.06,1,53318.67,BR-012,54,2070.89,1005.32,commerce.mortgage_financing,,scheduled,current,0,,266.59
AA.ARRANGEMENT/1110943,LOAN,GHS,136805.8,152852.18,SBL-CUST-002258,LN.RET.MORT,1302,2017-10-08,2034-03-13,2026-08-22,0.2178,FLOATING,BOG_MPR,0.06,1,136805.8,BR-005,54,576.24,2493.48,commerce.mortgage_financing,,scheduled,current,0,,684.03
AA.ARRANGEMENT/1110947,LOAN,GHS,172136.81,185548.32,SBL-CUST-001459,LN.RET.MORT,1302,2021-05-14,2035-08-29,2026-07-17,0.218,FLOATING,BOG_MPR,0.06,2,172136.81,BR-012,54,491.76,3136.09,commerce.mortgage_financing,,scheduled,olem,70,,6885.47
AA.ARRANGEMENT/1111135,LOAN,GHS,1888131.27,5869143.47,SBL-CUST-016807,LN.CORP.5Y,1304,2021-11-08,2027-09-08,2027-09-08,0.2619,FIXED,,,1,1888131.27,BR-010,54,124462.07,43924.85,transport.road,,scheduled,current,0,,9440.66
AA.ARRANGEMENT/1112758,LOAN,GHS,2101.93,61711.29,SBL-CUST-010635,LN.RET.PERS,1301,2022-01-25,2026-09-01,2026-09-01,0.3168,FIXED,,,1,2101.93,BR-001,53,2047.87,109.55,miscellaneous,,scheduled,current,0,,10.51
AA.ARRANGEMENT/1113211,LOAN,GHS,209744.48,243253.55,SBL-CUST-004869,LN.RET.MORT,1302,2017-04-27,2033-02-02,2026-09-07,0.2159,FLOATING,BOG_MPR,0.06,1,209744.48,BR-003,53,1174.61,3886.18,commerce.mortgage_financing,,scheduled,current,0,,1048.72
AA.ARRANGEMENT/1113213,LOAN,GHS,6127.82,199306.03,SBL-CUST-004000,LN.RET.MORT,1302,2020-11-03,2026-09-03,2026-07-05,0.218,FLOATING,BOG_MPR,0.06,1,6127.82,BR-007,53,6018.48,220.66,commerce.mortgage_financing,,scheduled,current,0,,30.64
AA.ARRANGEMENT/1113218,LOAN,GHS,435068.19,669578.5,SBL-CUST-008073,LN.RET.MORT,1302,2020-05-26,2029-10-06,2026-07-24,0.218,FLOATING,BOG_MPR,0.06,1,435068.19,BR-006,53,7904.51,8047.34,commerce.mortgage_financing,,scheduled,current,0,,2175.34
AA.ARRANGEMENT/1113228,LOAN,GHS,54396.71,92284.51,SBL-CUST-007716,LN.RET.MORT,1302,2019-05-24,2029-04-01,2026-07-16,0.218,FLOATING,BOG_MPR,0.06,1,54396.71,BR-006,53,1245.74,1010.84,commerce.mortgage_financing,,scheduled,current,0,,271.98
AA.ARRANGEMENT/1114164,LOAN,GHS,1766.02,50948.91,SBL-CUST-012114,LN.RET.PERS,1301,2021-10-02,2026-09-06,2026-09-06,0.3219,FIXED,,,1,1766.02,BR-012,52,1719.89,93.51,commerce.other,,scheduled,current,0,,8.83
AA.ARRANGEMENT/1114976,LOAN,GHS,929.04,26816.88,SBL-CUST-000176,LN.RET.PERS,1301,2021-11-05,2026-09-10,2026-09-10,0.3196,FIXED,,,1,929.04,BR-012,52,904.94,48.85,commerce.other,,scheduled,current,0,,4.65
AA.ARRANGEMENT/1115454,LOAN,GHS,11661.71,89865.35,SBL-CUST-002667,LN.RET.PERS,1301,2022-01-29,2026-12-04,2026-12-04,0.3208,FIXED,,,1,11661.71,BR-001,52,2728.15,384.69,commerce.other,,scheduled,current,0,,58.31
AA.ARRANGEMENT/1115506,LOAN,GHS,121015.89,204738.63,SBL-CUST-012764,LN.RET.MORT,1302,2019-05-12,2029-03-20,2026-07-04,0.218,FLOATING,BOG_MPR,0.06,3,121015.89,BR-003,52,2771.39,2248.8,commerce.mortgage_financing,,scheduled,doubtful,299,15106.10,66558.74
AA.ARRANGEMENT/1115515,LOAN,GHS,108494.72,205368.15,SBL-CUST-012504,LN.RET.MORT,1302,2021-03-22,2028-10-11,2026-08-23,0.2178,FLOATING,BOG_MPR,0.06,1,108494.72,BR-008,52,3243.63,2028.05,commerce.mortgage_financing,,scheduled,current,0,,542.47
AA.ARRANGEMENT/1115594,LOAN,GHS,4836.58,70823.65,SBL-CUST-016783,LN.SME.TERM,1303,2022-02-24,2026-10-01,2026-10-01,0.3264,FIXED,,,1,4836.58,BR-007,52,2322.66,194.73,commerce.import.other,,scheduled,current,0,,24.18
AA.ARRANGEMENT/1116338,LOAN,GHS,1227.99,14949.5,SBL-CUST-002167,LN.RET.PERS,1301,2021-11-09,2026-10-14,2026-10-14,0.4393,FIXED,,,3,1227.99,BR-007,51,581.66,66.25,services.salary_credit,,scheduled,loss,651,829.14,1227.99
AA.ARRANGEMENT/1117542,LOAN,GHS,3984.53,40874.44,SBL-CUST-005853,LN.RET.PERS,1301,2021-12-22,2026-10-27,2026-10-27,0.4358,FIXED,,,1,3984.53,BR-004,51,1888.16,213.28,services.salary_credit,,scheduled,current,0,,19.92
AA.ARRANGEMENT/1117665,LOAN,GHS,86388.52,108743.04,SBL-CUST-012917,LN.RET.MORT,1302,2020-02-20,2031-07-22,2026-07-18,0.218,FLOATING,BOG_MPR,0.06,1,86388.52,BR-010,51,792.36,1583.79,commerce.mortgage_financing,,scheduled,current,0,,431.94
AA.ARRANGEMENT/1117672,LOAN,GHS,332570.12,500799.31,SBL-CUST-005195,LN.RET.MORT,1302,2021-07-19,2029-11-04,2026-09-21,0.2159,FLOATING,BOG_MPR,0.06,1,332570.12,BR-010,51,5795.72,6234.39,commerce.mortgage_financing,,scheduled,current,0,,1662.85
AA.ARRANGEMENT/1117678,LOAN,GHS,140594.76,148733.47,SBL-CUST-009485,LN.RET.MORT,1302,2016-11-28,2036-08-15,2026-07-09,0.218,FLOATING,BOG_MPR,0.06,1,140594.76,BR-003,51,313.85,2559.84,commerce.mortgage_financing,,scheduled,current,0,,702.97
AA.ARRANGEMENT/1117686,LOAN,GHS,196205.79,245821.61,SBL-CUST-012120,LN.RET.MORT,1302,2022-03-26,2031-08-06,2026-09-01,0.2159,FLOATING,BOG_MPR,0.06,1,196205.79,BR-007,51,1735.28,3647.06,commerce.mortgage_financing,,scheduled,current,0,,981.03
AA.ARRANGEMENT/1119378,LOAN,GHS,420.79,3488.07,SBL-CUST-007869,LN.RET.PERS,1301,2022-01-03,2026-11-08,2026-11-08,0.4414,FIXED,,,1,420.79,BR-005,50,130.43,20.28,agriculture.other,,scheduled,current,0,,2.10
AA.ARRANGEMENT/1119895,LOAN,GHS,1192.78,28026.54,SBL-CUST-013761,LN.RET.PERS,1301,2021-12-14,2026-09-19,2026-09-19,0.4348,FIXED,,,1,1192.78,BR-001,50,1151.07,84.93,services.personal,,scheduled,current,0,,5.96
AA.ARRANGEMENT/1120060,LOAN,GHS,8417.47,52256.23,SBL-CUST-012770,LN.RET.PERS,1301,2022-01-17,2026-12-22,2026-12-22,0.4326,FIXED,,,2,8417.47,BR-004,50,1924.55,372.83,services.salary_credit,,scheduled,olem,65,,336.70
AA.ARRANGEMENT/1120316,LOAN,GHS,187895.3,348263.92,SBL-CUST-004905,LN.RET.MORT,1302,2014-10-01,2028-10-17,2026-07-30,0.2178,FLOATING,BOG_MPR,0.06,1,187895.3,BR-008,50,5357.15,3507.53,commerce.mortgage_financing,,scheduled,current,0,,939.48
AA.ARRANGEMENT/1120325,LOAN,GHS,51234.58,87600.14,SBL-CUST-010466,LN.RET.MORT,1302,2015-08-02,2029-02-19,2026-09-03,0.2159,FLOATING,BOG_MPR,0.06,1,51234.58,BR-004,50,1217.76,966.43,commerce.mortgage_financing,,scheduled,current,0,,256.17
AA.ARRANGEMENT/1120334,LOAN,GHS,631102.13,685897.17,SBL-CUST-014573,LN.RET.MORT,1302,2020-12-28,2035-01-14,2026-08-29,0.2178,FLOATING,BOG_MPR,0.06,1,631102.13,BR-005,50,2092.33,11492.48,commerce.mortgage_financing,,scheduled,current,0,,3155.51
AA.ARRANGEMENT/1120337,LOAN,GHS,33967.17,128092.8,SBL-CUST-010663,LN.RET.MORT,1302,2012-02-26,2027-06-07,2024-09-20,0.2159,FLOATING,BOG_MPR,0.06,1,33967.17,BR-006,50,3072.66,672.27,commerce.mortgage_financing,,scheduled,current,5,,169.84
AA.ARRANGEMENT/1120338,LOAN,GHS,359865.05,436311.99,SBL-CUST-006041,LN.RET.MORT,1302,2021-05-10,2032-02-12,2026-07-13,0.218,FLOATING,BOG_MPR,0.06,1,359865.05,BR-001,50,2742.91,6587.38,commerce.mortgage_financing,,scheduled,current,0,,1799.33
AA.ARRANGEMENT/1120343,LOAN,GHS,51857.51,86296.5,SBL-CUST-000234,LN.RET.MORT,1302,2019-02-01,2029-04-09,2026-09-22,0.2159,FLOATING,BOG_MPR,0.06,1,51857.51,BR-012,50,1182.17,977.26,commerce.mortgage_financing,,scheduled,current,0,,259.29
AA.ARRANGEMENT/1120345,LOAN,GHS,434308.61,577083.5,SBL-CUST-002456,LN.RET.MORT,1302,2022-03-27,2030-11-10,2026-09-02,0.2159,FLOATING,BOG_MPR,0.06,1,434308.61,BR-008,50,4960.12,8093.53,commerce.mortgage_financing,,scheduled,current,0,,2171.54
AA.ARRANGEMENT/1120354,LOAN,GHS,48475.94,281255.55,SBL-CUST-013607,LN.RET.MORT,1302,2015-12-10,2027-02-10,2026-07-15,0.218,FLOATING,BOG_MPR,0.06,1,48475.94,BR-009,50,7582.35,1018.39,commerce.mortgage_financing,,scheduled,current,0,,242.38
AA.ARRANGEMENT/1120355,LOAN,GHS,68136.34,147750.84,SBL-CUST-008679,LN.RET.MORT,1302,2017-07-17,2028-04-20,2026-08-29,0.2178,FLOATING,BOG_MPR,0.06,1,68136.34,BR-003,50,2646.41,1284.71,commerce.mortgage_financing,,scheduled,current,0,,340.68
AA.ARRANGEMENT/1120356,LOAN,GHS,75782.48,86998.19,SBL-CUST-004274,LN.RET.MORT,1302,2019-06-17,2033-04-04,2026-08-09,0.2178,FLOATING,BOG_MPR,0.06,1,75782.48,BR-008,50,410.25,1382.9,commerce.mortgage_financing,,scheduled,current,23,,378.91
AA.ARRANGEMENT/1120359,LOAN,GHS,173544.86,400605.13,SBL-CUST-007812,LN.RET.MORT,1302,2012-12-30,2028-03-11,2025-07-25,0.2159,FLOATING,BOG_MPR,0.06,1,173544.86,BR-011,50,7593.38,3287.66,commerce.mortgage_financing,,scheduled,current,0,,867.72
AA.ARRANGEMENT/1120363,LOAN,GHS,521664.01,548392.17,SBL-CUST-000480,LN.RET.MORT,1302,2022-01-29,2037-01-10,2026-07-07,0.218,FLOATING,BOG_MPR,0.06,2,521664.01,BR-011,50,1052.91,9496.02,commerce.mortgage_financing,,scheduled,olem,61,,20866.56
AA.ARRANGEMENT/1120364,LOAN,GHS,85262.09,131596.43,SBL-CUST-004660,LN.RET.MORT,1302,2010-08-19,2029-09-08,2023-03-14,0.2159,FLOATING,BOG_MPR,0.06,1,85262.09,BR-001,50,1607.5,1576.68,commerce.mortgage_financing,,scheduled,current,10,,426.31
AA.ARRANGEMENT/1121582,LOAN,GHS,164.96,2020.83,SBL-CUST-004733,LN.RET.PERS,1301,2021-12-01,2026-10-06,2026-10-06,0.4309,FIXED,,,1,164.96,BR-006,49,78.22,8.73,services.salary_credit,,scheduled,current,0,,0.82
AA.ARRANGEMENT/1121744,LOAN,GHS,4509.49,55245.11,SBL-CUST-012551,LN.RET.PERS,1301,2022-01-05,2026-10-11,2026-10-11,0.4281,FIXED,,,1,4509.49,BR-009,49,2138.92,237.18,services.personal,,scheduled,current,0,,22.55
AA.ARRANGEMENT/1121872,LOAN,GHS,373.88,4304.64,SBL-CUST-010483,LN.RET.PERS,1301,2022-05-19,2026-10-25,2026-10-25,0.4297,FIXED,,,1,373.88,BR-011,49,177.31,19.74,services.salary_credit,,scheduled,current,0,,1.87
AA.ARRANGEMENT/1122033,LOAN,GHS,2795.34,17938.73,SBL-CUST-011350,LN.RET.PERS,1301,2022-05-31,2026-12-06,2026-12-06,0.4318,FIXED,,,3,2795.34,BR-010,49,639.23,123.59,services.salary_credit,,scheduled,doubtful,206,383.60,1537.44
AA.ARRANGEMENT/1122330,LOAN,GHS,977.45,3839.2,SBL-CUST-009677,LN.RET.PERS,1301,2022-05-02,2027-03-07,2027-03-07,0.4322,FIXED,,,1,977.45,BR-005,49,120.9,39.56,commerce.other,,scheduled,current,0,,4.89
AA.ARRANGEMENT/1122743,LOAN,GHS,200036.16,265816.57,SBL-CUST-000972,LN.RET.MORT,1302,2018-05-17,2030-11-10,2026-07-04,0.218,FLOATING,BOG_MPR,0.06,1,200036.16,BR-010,49,2302.32,3675.82,commerce.mortgage_financing,,scheduled,current,0,,1000.18
AA.ARRANGEMENT/1122744,LOAN,GHS,343753.84,858590.18,SBL-CUST-005995,LN.RET.MORT,1302,2018-09-17,2027-12-29,2026-08-06,0.2178,FLOATING,BOG_MPR,0.06,1,343753.84,BR-009,49,17131.99,6550.08,commerce.mortgage_financing,,scheduled,current,0,,1718.77
AA.ARRANGEMENT/1122747,LOAN,GHS,24565.49,140252.87,SBL-CUST-003977,LN.RET.MORT,1302,2015-01-19,2027-02-15,2026-08-19,0.2178,FLOATING,BOG_MPR,0.06,1,24565.49,BR-007,49,3842.63,515.61,commerce.mortgage_financing,,scheduled,current,0,,122.83
AA.ARRANGEMENT/1122761,LOAN,GHS,318215.03,474807.74,SBL-CUST-005169,LN.RET.MORT,1302,2015-09-05,2029-11-20,2026-07-09,0.218,FLOATING,BOG_MPR,0.06,1,318215.03,BR-008,49,5383.14,5878.7,commerce.mortgage_financing,,scheduled,current,0,,1591.08
AA.ARRANGEMENT/1122764,LOAN,GHS,345296.49,539590.04,SBL-CUST-005957,LN.RET.MORT,1302,2015-03-24,2029-08-07,2026-07-24,0.218,FLOATING,BOG_MPR,0.06,1,345296.49,BR-012,49,6755.71,6395.61,commerce.mortgage_financing,,scheduled,current,0,,1726.48
AA.ARRANGEMENT/1123469,LOAN,GHS,2303.72,48540.79,SBL-CUST-006801,LN.RET.PERS,1301,2021-11-21,2026-09-26,2026-09-26,0.4288,FIXED,,,2,2303.72,BR-011,48,2224.25,161.8,services.salary_credit,,scheduled,olem,42,,92.15
AA.ARRANGEMENT/1123798,LOAN,GHS,7995.28,25421.36,SBL-CUST-006872,LN.RET.PERS,1301,2022-05-31,2027-05-05,2027-05-05,0.432,FIXED,,,1,7995.28,BR-011,48,741.28,314.52,services.salary_credit,,scheduled,current,0,,39.98
AA.ARRANGEMENT/1124238,LOAN,GHS,2463.25,12085.6,SBL-CUST-007032,LN.RET.PERS,1301,2022-04-20,2027-01-24,2027-01-24,0.4283,FIXED,,,1,2463.25,BR-002,48,442.91,103.73,services.salary_credit,,scheduled,current,0,,12.32
AA.ARRANGEMENT/1124592,LOAN,GHS,1269.45,4921.17,SBL-CUST-014345,LN.RET.PERS,1301,2022-04-24,2027-02-27,2027-02-27,0.4384,FIXED,,,1,1269.45,BR-012,48,156.7,52.1,commerce.other,,scheduled,current,0,,6.35
AA.ARRANGEMENT/1124935,LOAN,GHS,295485.61,501232.79,SBL-CUST-003311,LN.RET.MORT,1302,2019-09-13,2029-02-22,2026-08-07,0.2178,FLOATING,BOG_MPR,0.06,1,295485.61,BR-011,48,7056.35,5491.14,commerce.mortgage_financing,,scheduled,current,0,,1477.43
AA.ARRANGEMENT/1124941,LOAN,GHS,257645.15,457721.59,SBL-CUST-012678,LN.RET.MORT,1302,2020-10-24,2028-12-11,2026-09-23,0.2159,FLOATING,BOG_MPR,0.06,1,257645.15,BR-004,48,6985.22,4875.81,commerce.mortgage_financing,,scheduled,current,15,,1288.23
AA.ARRANGEMENT/1126051,LOAN,GHS,21029.2,92740.93,SBL-CUST-013569,LN.RET.PERS,1301,2022-07-02,2027-02-06,2027-02-06,0.4347,FIXED,,,1,21029.2,BR-009,47,3088.73,873.67,services.salary_credit,,scheduled,current,8,,105.15
AA.ARRANGEMENT/1126799,LOAN,GHS,147703.95,759039.93,SBL-CUST-015122,LN.SME.TERM,1303,2022-05-05,2027-01-09,2027-01-09,0.4374,FIXED,,,1,147703.95,BR-004,47,26498.45,6349.68,services.business,,scheduled,current,0,,738.52
AA.ARRANGEMENT/1127421,LOAN,GHS,601.62,4839.28,SBL-CUST-012760,LN.RET.PERS,1301,2022-06-11,2026-11-17,2026-11-17,0.4339,FIXED,,,1,601.62,BR-002,46,186.71,28.5,services.personal,,scheduled,current,0,,3.01
AA.ARRANGEMENT/1128051,LOAN,GHS,10198.56,64385.67,SBL-CUST-001063,LN.RET.PERS,1301,2022-03-26,2026-11-30,2026-11-30,0.4288,FIXED,,,1,10198.56,BR-012,46,2333.59,447.82,commerce.other,,scheduled,current,0,,50.99
AA.ARRANGEMENT/1128407,LOAN,GHS,7973.04,95220.4,SBL-CUST-007706,LN.RET.PERS,1301,2021-12-23,2026-09-28,2026-09-28,0.4332,FIXED,,,1,7973.04,BR-007,46,3779.41,424.26,miscellaneous,,scheduled,current,0,,39.87
AA.ARRANGEMENT/1128553,LOAN,GHS,979.76,22985.83,SBL-CUST-000050,LN.RET.PERS,1301,2022-04-04,2026-09-10,2026-09-10,0.4263,FIXED,,,1,979.76,BR-009,46,946.15,68.42,services.salary_credit,,scheduled,current,0,,4.90
AA.ARRANGEMENT/1128765,LOAN,GHS,4372.6,22260.75,SBL-CUST-013119,LN.RET.PERS,1301,2022-02-12,2027-01-17,2027-01-17,0.431,FIXED,,,2,4372.6,BR-008,46,785.7,185.27,services.personal,,scheduled,olem,69,,174.90
AA.ARRANGEMENT/1128972,LOAN,GHS,5172.08,119923.92,SBL-CUST-008133,LN.RET.PERS,1301,2022-06-22,2026-08-30,2026-08-30,0.4362,FIXED,,,1,5172.08,BR-010,46,4990.67,369.42,commerce.other,,scheduled,current,0,,25.86
AA.ARRANGEMENT/1129057,LOAN,GHS,121595.68,141471.31,SBL-CUST-000887,LN.RET.MORT,1302,2017-01-29,2032-11-06,2026-09-09,0.2159,FLOATING,BOG_MPR,0.06,1,121595.68,BR-005,46,732.06,2253.89,commerce.mortgage_financing,,scheduled,current,0,,607.98
AA.ARRANGEMENT/1129062,LOAN,GHS,48780.57,145420.94,SBL-CUST-002611,LN.RET.MORT,1302,2018-04-19,2027-08-30,2026-09-04,0.2159,FLOATING,BOG_MPR,0.06,1,48780.57,BR-005,46,3294.48,959.48,commerce.mortgage_financing,,scheduled,current,0,,243.90
AA.ARRANGEMENT/1129065,LOAN,GHS,82136.26,291822.63,SBL-CUST-009364,LN.RET.MORT,1302,2011-10-14,2027-06-22,2023-05-14,0.2159,FLOATING,BOG_MPR,0.06,1,82136.26,BR-003,46,7430.03,1625.63,commerce.mortgage_financing,,scheduled,current,0,,410.68
AA.ARRANGEMENT/1129071,LOAN,GHS,184210.33,380509.82,SBL-CUST-001146,LN.RET.MORT,1302,2009-12-01,2028-05-25,2021-07-01,0.2159,FLOATING,BOG_MPR,0.06,3,184210.33,BR-009,46,6764.44,3466.19,commerce.mortgage_financing,,scheduled,substandard,159,7518.36,55263.10
AA.ARRANGEMENT/1129072,LOAN,GHS,215996.86,245649.84,SBL-CUST-009206,LN.RET.MORT,1302,2015-03-30,2033-05-24,2026-07-30,0.2178,FLOATING,BOG_MPR,0.06,1,215996.86,BR-003,46,1116.02,3940.6,commerce.mortgage_financing,,scheduled,current,0,,1079.98
AA.ARRANGEMENT/1129155,LOAN,GHS,10314.54,34004.5,SBL-CUST-016558,LN.SME.TERM,1303,2022-08-18,2027-04-24,2027-04-24,0.4313,FIXED,,,1,10314.54,BR-005,46,1096.3,410.12,agriculture.other,,scheduled,current,0,,51.57
AA.ARRANGEMENT/1130392,LOAN,GHS,6109.55,20617.4,SBL-CUST-002421,LN.RET.PERS,1301,2022-07-13,2027-04-18,2027-04-18,0.4361,FIXED,,,1,6109.55,BR-012,45,648.19,245.59,services.salary_credit,,scheduled,current,0,,30.55
AA.ARRANGEMENT/1130422,LOAN,GHS,6831.79,55174.98,SBL-CUST-000285,LN.RET.PERS,1301,2022-04-08,2026-11-13,2026-11-13,0.4313,FIXED,,,1,6831.79,BR-010,45,2121.11,321.78,services.salary_credit,,scheduled,current,0,,34.16
